,01a,01b,02a,02b,03a,03b,04a,04b,05a,05b,06a,06b,07a,07b,08a,08b,09a,09b,10a,10b,11a,11b,12a,12b,13a,13b,14a,14b,15a,15b,16a,16b,17a,17b,18a,18b,19a,19b,20a,20b,21a,21b,22a,22b,23a,23b,24a,24b,25a,25b,26a,26b,27a,27b,28a,28b,29a,29b,30a,30b,31a,31b,32a,32b,33a,33b,34,35a,35b,36a,36b,37a,37b,38a,38b,39a,39b,40a,40b,41a,41b,42a,42b,43a,43b,44a,44b,45a,45b,46a,46b,47a,47b,48a,48b,49a,49b,50a,50b
26a,0.1323915828667426,0.16146906841821074,0.8726985744766248,0.9662848221851658,0.9796685090272409,0.9308333058116274,0.984892032235953,0.986194361839897,0.9759527144543784,0.9788267738584588,0.14796927339072863,0.08504266165151521,0.08449436713320126,0.17830785680065295,0.015920724803433126,0.09660578974574484,0.1633956017965681,0.18886544309717465,0.05994709477766644,0.14196605993155317,0.9894908211393657,0.982845639071179,0.010172465337505132,0.06470670998215781,0.1369314230824945,0.0592546209510765,0.1710079453938287,0.12682038287304223,0.07523469643053618,0.009538580445008523,0.980195762513794,0.8785765789918433,0.07648175280388225,0.08957147030316999,0.004330459098592132,0.006501828808757101,0.06410365832102892,0.060010915672547516,0.8036612241842408,0.8266669079774,0.9677296101334298,0.9050148776109476,0.18925048299057376,0.061160052737781335,0.4833613269504318,0.4104080309844487,0.009113610303809446,0.006328562633434718,0.9700035729226717,0.9801457966207495,0.0,0.1589914969956521,0.9155633723063139,0.9691473222186143,0.07191259855647279,0.18094595773746355,0.07940389054835202,0.13173171362891514,0.97837582487629,0.9776251144364831,0.061542183653752996,0.09409347386837157,0.9399724739234724,0.939796853632573,0.931330158899997,0.9805656366171664,0.15309922810772628,0.14070759391794968,0.3021737242051881,0.00848526054663412,0.13760213988368655,0.2772729004505085,0.35858499331412136,0.981419327693255,0.9822058002663514,0.16325674449461772,0.0672203987809632,0.32441532926527333,0.2555364749580914,0.5586681154990177,0.6489784058973694,0.006507491020134958,0.07839506975271542,0.14507773420096556,0.013472904905606195,0.06803363575814168,0.019992881728634653,0.16721357011354035,0.3798690390523734,0.008660604538637165,0.007202734522474212,0.012594278340101357,0.07041528276633977,0.09341952188047146,0.11954177956851354,0.006925120245872447,0.18365794793650092,0.9833225824173849,0.9782616228094003
26b,0.22428351068136007,0.25831377970057656,0.8792108609804115,0.9700523092171474,0.9833169923149873,0.9347350560676014,0.9885645596264722,0.9898777965706221,0.9797142575708436,0.9824985149382718,0.2504679190762539,0.19276958523850343,0.1875827942144208,0.28559496861799744,0.1640290670657855,0.20226258971399527,0.27072662041450263,0.2789980303649517,0.2123996236009691,0.24831572240208677,0.9931708333855968,0.9865043335642166,0.15895080330353029,0.1794804017086582,0.2454644612010243,0.2107870665929761,0.27699970752328706,0.23487456261407766,0.2246759630841452,0.16100045135802096,0.9838637233556057,0.8826425791129514,0.1847336116069693,0.23916078693545717,0.15916569489707935,0.15957306995850515,0.17794846097174377,0.1769651660104318,0.8144639093627294,0.8347568940723361,0.9715290352933138,0.9090581582577504,0.27740451034389113,0.17463993850720042,0.5001086178046701,0.430068168454748,0.15952250516672448,0.15913008279702195,0.9737543332069624,0.9838178836711732,0.1589914969956521,0.0,0.9194839040774615,0.97279789884364,0.21133100372641875,0.27260814158735114,0.18736267947997046,0.2052387402826581,0.9820869303845492,0.9813405735843325,0.1793563104223749,0.19320291586433092,0.9438254546422673,0.9436708469342584,0.9352273368605145,0.9842147974496639,0.25698688129548647,0.23858657441127393,0.3369274635683626,0.16090917882427094,0.24829966216256363,0.3187107327084837,0.38286763201784524,0.9851131044891904,0.9858996095604832,0.24865826799885285,0.21391343130589058,0.3592219614641489,0.3020165532751304,0.5734107222059136,0.659426286900264,0.16037670717559357,0.23171525573935425,0.24868649431914527,0.16123090923776953,0.22310555361575898,0.1645988267417056,0.2597920599846915,0.4077162000836623,0.16064364219738883,0.15897307718811535,0.16089138651790572,0.21911937556135141,0.19562833183417458,0.17204444530597907,0.16058813130485328,0.334361686849632,0.9870060679114508,0.9820033798150248
27a,0.9089612546740727,0.915701981894229,0.19767810514600515,0.17655703707782497,0.17142651130290318,0.052032890555031935,0.20882357137422258,0.15283470543223251,0.12261218011097713,0.18421907268149326,0.9177090237908128,0.9134506586173883,0.9139724185745842,0.9253013595593279,0.9135140014675481,0.8995722498615223,0.9172664670673011,0.9126477097067246,0.917299720729344,0.914719484878813,0.18044829763433365,0.17724776322911626,0.9111082599222876,0.9229375145788818,0.9221220710919674,0.9131098342028782,0.9133249059674972,0.9245058671909955,0.9258544712643179,0.9158761297858827,0.17943284261908346,0.24830778686480656,0.9077663950516836,0.9186076891191567,0.918157645624705,0.9197418675547336,0.9149219567387764,0.9157003714484642,0.3105824284267094,0.3380619996245813,0.09357934360632912,0.175861481250473,0.9107933852205988,0.9203400293694127,0.6155923956921249,0.6127030712661958,0.9209935092074444,0.915715046782708,0.17052907707890275,0.13543260550945627,0.9155633723063139,0.9194839040774615,0.0,0.11739144974899753,0.9050117032906461,0.9222941729186714,0.9138174969102512,0.9177960535329666,0.15244177632225606,0.18579198168168712,0.897328675585606,0.9136968635693496,0.10051394151977662,0.043529657033422285,0.13695565969102028,0.23840480376527007,0.9213107642966792,0.8809200458678682,0.7991534866241783,0.9215154702159212,0.9239834093214142,0.871982701430089,0.8779295817498206,0.1950262441916485,0.10914301468264997,0.9130140564786845,0.9109764907291281,0.8638680806028498,0.8877268041766547,0.8349272539993984,0.5989156647003245,0.9184646233589945,0.9214904992195668,0.9089717490774194,0.9194151418077169,0.9175764572284114,0.9107321913396462,0.8743913611496001,0.8971139648206194,0.9216800599094449,0.9167787069897338,0.9190977783905666,0.9214662830115988,0.9123284088817599,0.9167517235024447,0.9198118055021031,0.9403905623963565,0.15879960667898327,0.12339865478729928
27b,0.9613737362972286,0.967070558678148,0.20157444669946498,0.175217813162604,0.07348453389995023,0.15185184086383183,0.20245982659483697,0.14258164864553782,0.0934591103217241,0.08028498828251136,0.967471921701282,0.9648026703693016,0.9670901528051489,0.9729512103205851,0.9659962532268388,0.9498572287400289,0.9656675375770277,0.9622980097072961,0.9682789293477416,0.9654697592408263,0.16683377855563744,0.16593208453771924,0.9648123841504453,0.9767462822979164,0.9731312437664434,0.9644097483095688,0.9605920086898108,0.9763397156526427,0.9771534120587441,0.9687759437352,0.15438486693681763,0.26731444228917806,0.9599585049799065,0.9674551840298545,0.9716838741674808,0.9732572666167991,0.9674800772412658,0.9682881817955392,0.31016800681880025,0.34411000687205284,0.11384247819923327,0.2322749339025425,0.9611884308139791,0.9733273926079776,0.6606001609754636,0.6598573995168476,0.9744347352781814,0.9688436454763162,0.06871493049317422,0.027888036153040977,0.9691473222186143,0.97279789884364,0.11739144974899753,0.0,0.9563658634487423,0.9740821742530773,0.966204813248723,0.9705984298812022,0.05329663164830815,0.09499178843043456,0.9484672319590222,0.9665574124922389,0.16833217976507853,0.13467766682199575,0.18462266502586244,0.17387353348089873,0.9722099505722613,0.9300997786927803,0.8474883227819423,0.9751508823226995,0.9752564012654296,0.919283964911794,0.9259411508479212,0.18271536247047362,0.12252080139096137,0.9658117621141815,0.9624826901240736,0.9102057124124929,0.9369822862358094,0.8794527091794974,0.6443480305463071,0.9721672557670272,0.9717983398461513,0.9588170514888136,0.972371016648398,0.968152912086459,0.963110486161998,0.9232380337484148,0.9474452786066453,0.975269758087051,0.969949529535506,0.9720870633001389,0.9721374760764369,0.9661178973136351,0.9699740253515792,0.9734470094573218,0.9769078992046728,0.12834672295535995,0.05145603972300889
28a,0.17428417161934318,0.10287804988243043,0.8615797553690139,0.9533186010930422,0.9669245648186285,0.9202218826012971,0.9721991381118184,0.9735204618475994,0.9630463285209209,0.966110215768473,0.09291281065565936,0.12354660285975143,0.13285092815740837,0.12469990798483939,0.0790351332884784,0.15918449353269953,0.10491084955996499,0.13461013766031826,0.021654813832752043,0.08529841682806982,0.9768245448360564,0.9701270429328549,0.06269623720840319,0.11853856847919368,0.08133749867129582,0.023121434194138896,0.11621417498283522,0.07620106442839694,0.035617202988060294,0.07334010521947637,0.9674794070452682,0.8701701135083053,0.12143723091193315,0.05157901561569511,0.07336576542092166,0.07558790606091756,0.11084797137697781,0.11010414120748908,0.7952168300882533,0.8159619935714871,0.9546596420467596,0.895313597016942,0.20461154904129364,0.11248675053387676,0.5288073512158902,0.4535613962676253,0.07765364921058805,0.07195039072992668,0.9569912138181027,0.96743464892557,0.07191259855647279,0.21133100372641875,0.9050117032906461,0.9563658634487423,0.0,0.1255122910347648,0.1269273899478622,0.1822075958550584,0.9655137126306504,0.964775876677369,0.13066349451752804,0.1441653106290632,0.9289279759098119,0.9289631314383743,0.9207385771990394,0.9678259603745714,0.0990217801961008,0.19834310991598278,0.35331453962695525,0.07743612062229628,0.08539126371476564,0.3299506787343189,0.4050441982687321,0.9687411338036925,0.9695305801070409,0.20867259427081544,0.010828062261993662,0.375023487998845,0.30732716550871914,0.5656679520531256,0.6499039350851831,0.07294599047052976,0.037763480696903114,0.09093196478347453,0.07790430354263132,0.027997443558533733,0.08230844682120715,0.22596238199838417,0.42498711779540016,0.07788470586100527,0.07320823661852903,0.07729251153059925,0.029909834184713196,0.14628857810692802,0.17090896076920814,0.07832260415519221,0.14434093837712414,0.9706381349062131,0.965367173868478
28b,0.12454793783624718,0.07236410223345462,0.8785917515002083,0.9712811604817123,0.9845588593747796,0.9373506283740548,0.9897815573344381,0.9910879344710132,0.9809097814629837,0.9837397031479734,0.05976797540879731,0.19361219924691972,0.19874134916503514,0.19269972099534063,0.18434201740475395,0.2623791028742617,0.12453815188213291,0.12638954952185216,0.128765158487258,0.15327614427017108,0.9943686835572344,0.9877317429347897,0.17793584633969872,0.19196095766114196,0.15040821584321348,0.13402150783957967,0.1866474790398395,0.1399739690736617,0.13394611678392931,0.17884426947976007,0.9851000749797075,0.8869417707200454,0.19726705254381263,0.15614346072466662,0.17780559677083152,0.17935171715739803,0.18882421344144762,0.19127231868920855,0.8181251460310798,0.832712150192031,0.9727255274421167,0.9124043888184219,0.2614848459705124,0.18838056336708262,0.5488930572549938,0.47287882667091347,0.17995269189400565,0.17926537247056382,0.9749654529961461,0.9850537430736989,0.18094595773746355,0.27260814158735114,0.9222941729186714,0.9740821742530773,0.1255122910347648,0.0,0.19945056136156192,0.25727318698581386,0.9832953361323981,0.9825526341822332,0.23756419345438964,0.20952422670647783,0.946157369724531,0.9461123405401661,0.9378574063965549,0.9854529574961685,0.1619811618064062,0.31075500396570566,0.3627843207188394,0.18061364962551432,0.1031206165818843,0.38190910074785905,0.4324603792847954,0.9863404433689845,0.9871238292025623,0.250639414790392,0.12531138039216164,0.42120546293685984,0.3646510849912054,0.5803663124810345,0.6649468969462549,0.17775490680398875,0.14050799154569216,0.16151073087628162,0.17893401892658214,0.1357751020956554,0.18767333960916535,0.33755193197375905,0.44534078430620916,0.1800545742331129,0.17867111983194553,0.17958265589330827,0.1307987425813187,0.20882376947269055,0.1216282026677958,0.1829786619310608,0.24896260369779544,0.9882274772279868,0.983197036422589
29a,0.1422791268699021,0.18259606732884992,0.8710989037643985,0.9635655666082972,0.9768470618395595,0.9291234368240894,0.9821757132309651,0.9835128049239105,0.973331898351527,0.9760387830740238,0.17330404779064704,0.016614061598655524,0.021428870248693558,0.10694563639467321,0.07193161900724762,0.15460374273109775,0.1921937883151965,0.17012156715835725,0.1288882497848117,0.0772832759621014,0.9868404826354632,0.980080221989168,0.08126108969598693,0.02457697241573346,0.06778311942724587,0.12533797436929095,0.1050801618175881,0.0611045909907354,0.1405056795391051,0.07695639262063352,0.9774167776854795,0.8776652948728785,0.010794172472799296,0.15107892658465658,0.08234121320013202,0.08190071984803017,0.02032502459482266,0.09025290439961779,0.8043009439973948,0.825081914642119,0.9651035644018314,0.9038669087477135,0.20715934290582863,0.0972585021890498,0.497416063861522,0.41938733583249294,0.08168888964346345,0.0778924858396534,0.9673021184728112,0.9773738305678656,0.07940389054835202,0.18736267947997046,0.9138174969102512,0.966204813248723,0.1269273899478622,0.19945056136156192,0.0,0.07921665721840515,0.9756789865536386,0.974926442857447,0.13643694701491282,0.02189020953611105,0.9380424307648064,0.9380175009838686,0.9296308564305277,0.9777559312471209,0.08292066201402022,0.2117974004514839,0.3232035891632857,0.08265311783300912,0.1669504484095843,0.30407117805655864,0.3714081297187786,0.9787015596541025,0.9794971791583303,0.12033980855326383,0.12857318529176623,0.3484752096894523,0.2851143052709056,0.561227105276252,0.6509400795537789,0.08467523092194947,0.1477138931452032,0.0774136081873306,0.07887474971146026,0.13670961947191318,0.07466824679783539,0.23594409123111362,0.39450258988471315,0.08282846182501216,0.07900679141901303,0.07847456558146924,0.13480552477136545,0.1236854264414629,0.14056239977610252,0.08026375069624708,0.24643651717707613,0.9806082059308964,0.975628073311171
29b,0.20599895638385998,0.2407737813962624,0.8773782417895594,0.9679275030734446,0.9811684692950786,0.9330712310449156,0.9864619892374925,0.9877906174087355,0.9776331921124201,0.9803656453416852,0.2285819400199118,0.08273077800866935,0.09047000714472693,0.18322793308504037,0.1288057185289254,0.16786423302415845,0.24807401829556278,0.23292831778934678,0.18074234471790282,0.15049069298995124,0.9910966047511659,0.9843801294728364,0.1327662398167756,0.07420830267086513,0.1418265406414545,0.17918909861803198,0.17764298066262338,0.1296092333127938,0.19296758604029185,0.1272006054425212,0.9614348291398896,0.8653128503509527,0.0781206535715832,0.20689140358483651,0.13183534214226922,0.13195737202207025,0.07460158873307697,0.14769274209060082,0.8100179209823447,0.8328374954413243,0.9694331394461536,0.9076219011365915,0.2602179986482915,0.14810641347973405,0.5015566349012301,0.4302574866790268,0.13173013543723455,0.12868231706144007,0.9716327367539092,0.9816917993922128,0.13173171362891514,0.2052387402826581,0.9177960535329666,0.9705984298812022,0.1822075958550584,0.25727318698581386,0.07921665721840515,0.0,0.9799788467359295,0.9645323031978702,0.15263561930647648,0.09191908974062596,0.9420657326133529,0.9419760074850894,0.9335676532935887,0.9820712742113752,0.15882724617076016,0.2134100148002589,0.3307240482658232,0.13311636462563048,0.22551662001337358,0.3076672923780923,0.38060233506821795,0.9830113252545981,0.9838016929400636,0.18842105381892252,0.18379040654445658,0.3506184834457307,0.289027387147573,0.572862880972873,0.6589073296911858,0.1332503921484152,0.20023244349774158,0.14964874653933774,0.12826479869645865,0.19148955646877863,0.12938203441137763,0.2344099948172248,0.4082767447811737,0.1328512945278558,0.12915450204710935,0.12840293936049674,0.18702424961079192,0.18060411143879337,0.1984711600923863,0.13279477073826715,0.3015864907292169,0.9849050404019376,0.979918050474594
30a,0.9707512380321931,0.9762868327559427,0.22346069110186492,0.2033033078550014,0.08855654322443218,0.19354390990090542,0.22115737368126645,0.17326635859243247,0.06679834797008029,0.09150143845155582,0.9768840340873594,0.9743771621043721,0.9763556147812938,0.9822365018526712,0.9754660200306647,0.9533977354190889,0.9748115697773958,0.9718471986367696,0.9775992182273754,0.9747382700955937,0.20500191082626404,0.20627284394944734,0.9739360333475803,0.9859621692865219,0.9824340696789648,0.9737773811535934,0.9699562049553339,0.9855801605614508,0.9863613151566386,0.9781061663088298,0.16934672211808618,0.2824981429075542,0.9694278447187639,0.9768837359862386,0.9808946640991983,0.982503352014024,0.9768641168493947,0.9777175664201634,0.3061891550081859,0.356983231524622,0.14306811826167162,0.23664496743857832,0.9704979387005427,0.9826555277367537,0.6560249769105192,0.660772285545775,0.9837116519356756,0.9781364881315225,0.02388615143108043,0.025509053667072637,0.97837582487629,0.9820869303845492,0.15244177632225606,0.05329663164830815,0.9655137126306504,0.9832953361323981,0.9756789865536386,0.9799788467359295,0.0,0.07410803974238604,0.9518839159312703,0.9759901010522882,0.19045993523322433,0.1757457250876108,0.19210207630839618,0.16693441304319365,0.9815168812559483,0.9274864197753389,0.8461812742183148,0.9844025522972256,0.9844859263032869,0.911528510765565,0.9213193733487176,0.19571152546397266,0.1498494972317637,0.97519131532079,0.9716469728445656,0.8992193053928745,0.9338518905691165,0.8754172109366293,0.6356807751444372,0.9813225620725564,0.9810083466407723,0.9682450468686881,0.9817148090774666,0.9774540243484111,0.9726292542805947,0.9205816505370213,0.9474515445350629,0.9845233897315083,0.9792327135978359,0.9814321387093461,0.9814942709137374,0.9753054072317399,0.9793304034561537,0.9827224464376082,0.9861023492160901,0.13669904336453068,0.06519027495806513
30b,0.9700076360555339,0.9755458564106547,0.22855432973836973,0.2091419749056301,0.11289524095420315,0.21233823521189285,0.24027867563250307,0.1872023734873721,0.13189805050760262,0.13862785809070013,0.9761503416635856,0.9736414579975387,0.9756129726973605,0.9814806544219962,0.9747106324695204,0.9555718400213942,0.9740750994475637,0.9710860909142384,0.9768625218654426,0.9739919738403865,0.21042947012710303,0.21173566095776541,0.9731926366761366,0.9852148598545911,0.9816848383281324,0.973018316638664,0.9692042493809495,0.9848370040106568,0.9856147390327622,0.9773627208774602,0.1013298217245311,0.2145377989999684,0.9686749154113595,0.9761276637052106,0.9801521693432863,0.981757400333859,0.9761221492741122,0.976968080562664,0.33182478945840793,0.3711451179894604,0.18078254454638795,0.2911653777670663,0.9697227685016516,0.9819150294457771,0.6638933193496589,0.6655461220205742,0.9829647526756107,0.977391173980877,0.08583765441926071,0.0801493701126473,0.9776251144364831,0.9813405735843325,0.18579198168168712,0.09499178843043456,0.964775876677369,0.9825526341822332,0.974926442857447,0.9645323031978702,0.07410803974238604,0.0,0.9540377010210356,0.9752282491011797,0.20911583262324787,0.20026272783591112,0.21874758990293755,0.19360402693201806,0.980761761184477,0.9326104931640384,0.851261966078459,0.983653672654497,0.9837311834464977,0.9193407845810427,0.927561812847947,0.24525188985942528,0.19706824747571713,0.9744395778214853,0.9709030769534958,0.9086645443442188,0.9392564153076076,0.881660905659658,0.6477483336674282,0.9805833978937012,0.9802664870307298,0.9674902679252222,0.980971646367509,0.9767066426026992,0.9718656774781286,0.9257816182897235,0.9512883072660974,0.9837759998176093,0.9784888801220971,0.9806872238184776,0.9807530355682332,0.9745500928555878,0.9785726239225286,0.9819674980912582,0.9853498054074613,0.1883150348916299,0.09288481904561456
31a,0.19033501321429047,0.2188597192397567,0.8742820762616089,0.9654923150747757,0.9607483381433749,0.9186681079333772,0.9698309487463995,0.9752522358197235,0.9506879380156309,0.9569958091481906,0.2031123989996972,0.1401326906128232,0.1410571582299968,0.23697557709387196,0.07168340860521226,0.06833544122529454,0.2197781286549558,0.24304167052935735,0.11561344532199745,0.20107624045804365,0.9887162217789189,0.9820516391611539,0.07053995471421998,0.12366957708369342,0.19539861662336055,0.1145498270762202,0.2279545088318108,0.18311309414883523,0.1321061494424154,0.06576674288076405,0.9624065758270124,0.8577540533634594,0.13185061405956075,0.14657146885692632,0.06197717306118755,0.06487381410376047,0.12037034315269717,0.11820352184737715,0.7749502335904036,0.8080236443602185,0.9482344358104638,0.881908822906821,0.23878404748820006,0.11594306080898364,0.44049273784903065,0.36274296383364435,0.06659716198118847,0.0630633354729801,0.9413872985037514,0.9567252253317854,0.061542183653752996,0.1793563104223749,0.897328675585606,0.9484672319590222,0.13066349451752804,0.23756419345438964,0.13643694701491282,0.15263561930647648,0.9518839159312703,0.9540377010210356,0.0,0.14794142731565438,0.9237918544937402,0.9248220011666776,0.9084762655879542,0.9509914882689664,0.21195482643987665,0.09605424376913248,0.2596360049365156,0.06797602562321248,0.19730960708899226,0.22166431248173404,0.29904909658197293,0.9590212333615709,0.9602382362129461,0.22052943852999077,0.12649388402723377,0.2698733903662771,0.21586480388942,0.5119453463268409,0.6034885861469296,0.06432065136033081,0.13489361403962688,0.20062054633529983,0.06895240159986661,0.12668697972070928,0.07224205359677446,0.12858214651346134,0.3385726766285715,0.06771865222480072,0.06332121327153671,0.068601927972485,0.12659518031458475,0.15237290690510025,0.17564279661072188,0.0676243550716344,0.2418446155265724,0.9605013587473213,0.9619382601287167
31b,0.1554661193674584,0.1939159684263924,0.8714409134922629,0.9638481416048398,0.9771890966575864,0.928984148762399,0.9824730233207303,0.9837912687174953,0.9736007985297027,0.9763451013360437,0.18707513539399678,0.03850127176534994,0.01666863768952487,0.11271171961714477,0.09032751422033553,0.17072034539312295,0.20635162140230978,0.16963942957751707,0.14734838204835143,0.07818389770335886,0.9871202101575807,0.9804019960252462,0.09546455215907086,0.039706435268220874,0.08089196505279654,0.1386408623951221,0.11070313777262192,0.07958094352997587,0.1588280938899829,0.09174831674418399,0.9777273028339938,0.8771980718991069,0.027666429368658405,0.1682035760971603,0.09706326083846983,0.09674916667125255,0.03969933961013573,0.10616155151418842,0.8059580442578475,0.8255009206418018,0.9653850254172635,0.9035422103185476,0.21245630656351155,0.10930001448262061,0.4940797611289371,0.41624117471175254,0.09661505427121038,0.09264197751254409,0.9676193194219755,0.9776779000475346,0.09409347386837157,0.19320291586433092,0.9136968635693496,0.9665574124922389,0.1441653106290632,0.20952422670647783,0.02189020953611105,0.09191908974062596,0.9759901010522882,0.9752282491011797,0.14794142731565438,0.0,0.9379967167635389,0.9379253339764272,0.9294965565544357,0.9780957311831466,0.07048383690033404,0.22247145472516636,0.32411606474204036,0.09757928246075605,0.18089039647197416,0.3073401978699671,0.3700042984585248,0.9789697864929524,0.9797643516210228,0.11505633126468369,0.14621105094051765,0.350389217834638,0.28954693956958916,0.5606304357089279,0.6502544128935571,0.09930680990436984,0.16606472819495857,0.07678067198808501,0.09380091433920719,0.15513722807103547,0.09044176571084074,0.24636263149489215,0.39206346117257923,0.0977546264527591,0.09377731667894047,0.09340073020921619,0.1534668731439244,0.13034816571518357,0.14604421987021135,0.09518991532399401,0.2658345353269591,0.9808902233732533,0.9759153645584752
32a,0.9332260670319866,0.9395286100383228,0.21649585784143824,0.18200637942442607,0.10865064143059629,0.0961035475249309,0.14016027500425604,0.09360013513877931,0.1567338822011636,0.23384325060503783,0.941204176626515,0.9375118280486584,0.9383201699028434,0.9479932115157328,0.937755477522217,0.9119940043056456,0.9402440066630567,0.936139542338244,0.9410733617242469,0.938394973243834,0.1773251773535215,0.17502655382610668,0.9355702368824493,0.9473353832775752,0.94579721902805,0.9369599929794604,0.9360929513936579,0.9483712224890869,0.9495288332439769,0.9401753451393234,0.1823054710301422,0.28524483669757716,0.9319986085562495,0.9417697362333031,0.9425438052639676,0.9441143214700457,0.9391720433217411,0.9399471999613077,0.34274326340513034,0.364743148262286,0.15099050623996094,0.24212823338716008,0.9343321245132191,0.9446255524265771,0.6159254006342716,0.6236348555929451,0.9453454611717005,0.9400518060055828,0.20311663988947756,0.17495164995537782,0.9399724739234724,0.9438254546422673,0.10051394151977662,0.16833217976507853,0.9289279759098119,0.946157369724531,0.9380424307648064,0.9420657326133529,0.19045993523322433,0.20911583262324787,0.9237918544937402,0.9379967167635389,0.0,0.08936545267481492,0.09363250598538216,0.1951572284526335,0.9449452060635836,0.8927527771472432,0.8079649390392943,0.945894328603659,0.9476523856896565,0.9022270184183315,0.9071205608156795,0.23523654297110297,0.15115435190960844,0.9373119937586546,0.9348543576738093,0.8951399466634838,0.89312202656451,0.8429751008819274,0.6057209970877154,0.9428786403586136,0.94495760111353,0.9325145178215863,0.9437004546701114,0.9411868572483691,0.9349717279382178,0.8765422429885555,0.9105311171754393,0.9460511402742151,0.941115934157116,0.943389869842127,0.9451136856031619,0.9367902840610655,0.9410918204543842,0.9441993414286576,0.9599261695521024,0.19788827556797392,0.1774811320504024
32b,0.9331965698251533,0.9395402953762074,0.19845313401354434,0.1542444180550975,0.17271563558106773,0.022440424924634893,0.1969247696043889,0.13044215329938869,0.13678656126372232,0.20416246616289221,0.9413797149443481,0.9375928438332729,0.9381951110232434,0.9483076102207195,0.9377228623324463,0.9270186646519666,0.9404929383431831,0.9363667422972964,0.9411306125065918,0.9384721436484017,0.14855003941047384,0.14624651877588848,0.9353798632741487,0.9471152051982021,0.9458355566425517,0.93701316037854,0.9364891005019153,0.9483201803771868,0.9495146509617264,0.9400742590069209,0.1709025214360033,0.26516218218091137,0.9320084417995153,0.9420260940085962,0.9423612671727972,0.9439341930218929,0.9391124063653923,0.9398911710111298,0.3318066948437191,0.3507483129246465,0.10323107244427611,0.20391875627873568,0.9344627368175801,0.9445025748727525,0.6468857513316801,0.6414111096372159,0.9451732629483162,0.9399253151809234,0.19453225440183827,0.15112422352320615,0.939796853632573,0.9436708469342584,0.043529657033422285,0.13467766682199575,0.9289631314383743,0.9461123405401661,0.9380175009838686,0.9419760074850894,0.1757457250876108,0.20026272783591112,0.9248220011666776,0.9379253339764272,0.08936545267481492,0.0,0.14581275135138225,0.25029132858097775,0.9449968977338964,0.9115503013357781,0.8290371875067467,0.9456997049323506,0.9476507935696749,0.9053259585103302,0.9097148079255288,0.20305793683685094,0.1097716989137778,0.9372378464827903,0.9348607077238736,0.8987626798742633,0.9186010380231425,0.8657129220794332,0.6310461598459359,0.9426702384892032,0.9450415870762012,0.9327149836763554,0.9435859686860809,0.9412757077749684,0.9349660460510156,0.9051939471549849,0.9263449239568399,0.9458601253846188,0.9409807225101158,0.9432738748231236,0.9451912637176174,0.9366006379388155,0.9409663014483639,0.944014691307227,0.9611229575711908,0.16888413135317917,0.11932808700609636
33a,0.9248165732040324,0.9313196204593922,0.25553593198264396,0.241980733862761,0.13879164266913327,0.15306759458095306,0.2047276180366152,0.1609098679275598,0.17197978014352933,0.24758308293472583,0.9332987190728259,0.929296089320815,0.9297679953302422,0.9405009285841891,0.9293267187305111,0.8969831399180297,0.9326148437963463,0.9282679851762476,0.9329337224972595,0.9303087966520619,0.23775927940179517,0.23548756420837905,0.9269117532876079,0.9386377843828146,0.9376497134947281,0.9287691489576116,0.9286884575956319,0.9400584188210724,0.9413215865847661,0.9316615342149035,0.21298752832741896,0.23415690487379115,0.9236343242597176,0.9340488332355834,0.933907052749093,0.9354774621834355,0.930724650581685,0.9314938991079525,0.28865390194477286,0.319004511807843,0.18303121423358457,0.18814150017016415,0.9120967904188463,0.9360873547924208,0.5864422744784188,0.6019486109049624,0.9367207701597086,0.9314950043612766,0.19982136897591107,0.18428682358814052,0.931330158899997,0.9352273368605145,0.13695565969102028,0.18462266502586244,0.9207385771990394,0.9378574063965549,0.9296308564305277,0.9335676532935887,0.19210207630839618,0.21874758990293755,0.9084762655879542,0.9294965565544357,0.09363250598538216,0.14581275135138225,0.0,0.14064913100174917,0.9368222874397373,0.8706077918592133,0.7857080049566924,0.9372321748627043,0.9394548931737033,0.8744625394022884,0.8827650104909227,0.25990997238067176,0.173343885378218,0.9288234729047442,0.926627844891451,0.8639905011386406,0.8701196345099304,0.8051460369755231,0.5588087849205512,0.9342074882038589,0.9369491442553457,0.9246116296953364,0.9351701201128145,0.9331300330588163,0.9265685644153928,0.8540412437293057,0.8913354874264096,0.9373971924036543,0.9325491479602036,0.9348539363222631,0.9370290026393674,0.9281150304625521,0.9325172236071196,0.935540866743256,0.9545544136444484,0.2201880781931055,0.2067419413080583
