,01a,01b,02a,02b,03a,03b,04a,04b,05a,05b,06a,06b,07a,07b,08a,08b,09a,09b,10a,10b,11a,11b,12a,12b,13a,13b,14a,14b,15a,15b,16a,16b,17a,17b,18a,18b,19a,19b,20a,20b,21a,21b,22a,22b,23a,23b,24a,24b,25a,25b,26a,26b,27a,27b,28a,28b,29a,29b,30a,30b,31a,31b,32a,32b,33a,33b,34,35a,35b,36a,36b,37a,37b,38a,38b,39a,39b,40a,40b,41a,41b,42a,42b,43a,43b,44a,44b,45a,45b,46a,46b,47a,47b,48a,48b,49a,49b,50a,50b
14a,0.2363490918646065,0.16644263504088966,0.8698211254772735,0.9577784446153718,0.9712236587189115,0.9281198873894153,0.9765292755690096,0.9778571729227038,0.9675470211889444,0.9703996869016166,0.14446619007862704,0.11165537427854542,0.10611690501882383,0.01860853754021417,0.1683145448116146,0.25133781080560685,0.10868382287291822,0.13537503844770374,0.12087492876281347,0.04078271651996497,0.981183674094391,0.9744459332946507,0.17135931543165409,0.1186296984667893,0.046920584706851544,0.11685118876671678,0.0,0.06032034279360795,0.11227436217643534,0.1725555885033092,0.9717788362424611,0.8819863578894559,0.10421990466384999,0.08892493662523816,0.17430837408510355,0.17422017086050348,0.1193104225396336,0.18665016765949005,0.8054572063311939,0.8247679153369099,0.9592489178665659,0.9052537608301984,0.25120671725726035,0.19137617910672766,0.578552859578436,0.5034034983449033,0.17461944502947171,0.17212172765916867,0.9615116769798742,0.9717330007123793,0.1710079453938287,0.27699970752328706,0.9133249059674972,0.9605920086898108,0.11621417498283522,0.1866474790398395,0.1050801618175881,0.17764298066262338,0.9699562049553339,0.9692042493809495,0.2279545088318108,0.11070313777262192,0.9360929513936579,0.9364891005019153,0.9286884575956319,0.972131029598902,0.048337326596884445,0.301111502787961,0.40891548993219806,0.17452699344142433,0.13463154042474232,0.3905086730833635,0.4568413207900595,0.9730438789909117,0.9738385994992921,0.20941427842847116,0.11403031247949406,0.43326040424288115,0.37082277443438816,0.6014905979397667,0.6780551564071894,0.17549038822151627,0.10243395192499183,0.03421912864553945,0.17449017896520105,0.106952511322892,0.17124658380338756,0.3267666626386985,0.4757864421232507,0.17494781012705582,0.1730429022209261,0.1739069810402815,0.11575885948415743,0.2094998383679841,0.2292644117285424,0.17215313402767451,0.15856382361767266,0.9749557111627695,0.9698630081906625
14b,0.1974480490628209,0.12662917212508223,0.8807759767036055,0.9735898698035429,0.9868140575099495,0.9395533859235335,0.9920385966238046,0.9933460256585258,0.9832123994400274,0.9859978267667072,0.11909821623640615,0.05794618328104661,0.0704596454868676,0.06052998703333959,0.12930112127137636,0.20704471894127843,0.13396143085559467,0.12750874346637678,0.07494108957019828,0.027613640428080715,0.9966257374751493,0.9899875320796842,0.1255190277052138,0.06458695089074522,0.01607239016438743,0.08056304508533559,0.06032034279360795,0.0,0.08139878896242814,0.12433785992350303,0.9873574810818434,0.8890741440707234,0.06792270681398875,0.10350741344537036,0.12355875148294977,0.1246148513803828,0.0697726766092197,0.14422920733209632,0.8139524864268183,0.8348460418367619,0.9750546337540547,0.9146056163514354,0.22971437119809265,0.14060498280595832,0.5440570626483447,0.4691734671036918,0.12489539247461179,0.12491843622697262,0.9772757390826888,0.9873116500066187,0.12682038287304223,0.23487456261407766,0.9245058671909955,0.9763397156526427,0.07620106442839694,0.1399739690736617,0.0611045909907354,0.1296092333127938,0.9855801605614508,0.9848370040106568,0.18311309414883523,0.07958094352997587,0.9483712224890869,0.9483201803771868,0.9400584188210724,0.987708060229442,0.035260694127809314,0.2577096465100229,0.3703872977459824,0.1255555334632751,0.11452809529885137,0.3504810109497137,0.42065787272341143,0.9886006925170893,0.9893839296441218,0.1774014531214446,0.07528874882276032,0.3943668901266772,0.32969513170640735,0.5818299223517801,0.6666567240100368,0.12311869924897904,0.08875356892657742,0.034585698743081324,0.12388247597371176,0.08383412842038777,0.1326354648305544,0.2842076572211407,0.43959693836806774,0.12499657112439393,0.12424309620343994,0.12453056183961099,0.07769542452557639,0.1730200775545935,0.1934779152884927,0.12792055151908377,0.19634520064391459,0.9904861269778942,0.9854935901641012
15a,0.19336071183467066,0.11290596828679712,0.8821351910742093,0.9743664913808807,0.9876126725197457,0.9408067780652923,0.9928113896880656,0.994108822314845,0.9839740583119957,0.9867805596467824,0.09358275433172991,0.13317137225869874,0.14700386022031767,0.11706387348757381,0.07117862999208313,0.14970146779780621,0.09706128989183728,0.14061777100024803,0.020000790356377036,0.08703762966554734,0.9973860503254391,0.9907736668799676,0.08219242661882356,0.12715837022683332,0.07935020918205965,0.024549928996541553,0.11227436217643534,0.08139878896242814,0.0,0.07029155915435513,0.9881408712142171,0.8909658561677701,0.13643596625627333,0.023798212302148552,0.07147152245768056,0.06903139257325394,0.121359535091987,0.12177796557057947,0.812690506959742,0.8363509936416813,0.9758261573985055,0.916136330811967,0.21834837722911482,0.1200951764802813,0.5527761005428465,0.4785218598472882,0.06683524353835785,0.07194924797724192,0.978064074732567,0.9880920777538568,0.07523469643053618,0.2246759630841452,0.9258544712643179,0.9771534120587441,0.035617202988060294,0.13394611678392931,0.1405056795391051,0.19296758604029185,0.9863613151566386,0.9856147390327622,0.1321061494424154,0.1588280938899829,0.9495288332439769,0.9495146509617264,0.9413215865847661,0.9885047788183544,0.09395943892056387,0.21354933258063083,0.37123856299027763,0.06748820051925018,0.0751084953555457,0.3450498088964524,0.42635066461051024,0.9893632389106427,0.990145239656591,0.22853370199284137,0.026110551142311506,0.3918485487526893,0.3215917099068597,0.5889959626568041,0.6717897496978479,0.07466046729040647,0.014482579982114758,0.09443701894961076,0.06595233599822907,0.012547253091760205,0.074496451566056,0.23843107540979683,0.4481446875836843,0.06693152419745776,0.07075802833171473,0.06646102103112872,0.00948327819037331,0.16312581360029552,0.18752487635781323,0.06985337418965243,0.11591773300233317,0.9912532770329743,0.9862622297829112
15b,0.1292654924653852,0.1591540778332676,0.8726528154279055,0.9660408992301791,0.9793342424047778,0.9311667364420358,0.9846211134548181,0.9859479484999268,0.9757420654864272,0.9785314436055806,0.1447289278294739,0.07793068707937646,0.08081733924551181,0.17990804977424682,0.011015895437030085,0.08975977525645569,0.16076120135418803,0.19038592312143587,0.057603402616612585,0.142774171163752,0.9892505121876499,0.9825420018547533,0.01698562197968653,0.0674547235817873,0.13606219795360205,0.06017619591501866,0.1725555885033092,0.12433785992350303,0.07029155915435513,0.0,0.9798988320283132,0.879367771028604,0.07419406193532584,0.088534574757562,0.007105093486290293,0.006197826615509495,0.057034442019106596,0.05696113897468728,0.8033930549692214,0.8265510874651354,0.9675149789780183,0.905644258327888,0.19151505925290854,0.05556017953074022,0.49062826494554984,0.41248118810356144,0.007885317727852144,0.0032100178115738055,0.9697352355937973,0.9798561285833647,0.009538580445008523,0.16100045135802096,0.9158761297858827,0.9687759437352,0.07334010521947637,0.17884426947976007,0.07695639262063352,0.1272006054425212,0.9781061663088298,0.9773627208774602,0.06576674288076405,0.09174831674418399,0.9401753451393234,0.9400742590069209,0.9316615342149035,0.9802360292738516,0.15513655627242962,0.14852997072700033,0.30846854225770964,0.009577038126428546,0.13967552247169854,0.28354608851883406,0.361324543757462,0.9811735009343575,0.9819630078763514,0.16137656879013737,0.06992534097008035,0.33096707449919766,0.2616382254110862,0.5602429160243066,0.6505584236320617,0.011412320386538001,0.07631209059135012,0.14668385775259088,0.005071177795848952,0.06768109213239965,0.015088052362231609,0.1715570558845084,0.3865835445266224,0.009024889909400856,0.002598762519918885,0.004670993665857944,0.0649495581954679,0.10124780135645554,0.12234991222719947,0.011923156695241618,0.17973319271286015,0.9830654836303978,0.9780306444260235
16a,0.9725765142771069,0.9781420660123645,0.2475106919833254,0.15246506930300116,0.1731045208197676,0.1800201618906199,0.197248746416083,0.1332148320209582,0.12049369196905084,0.21807049033982895,0.9786688081875438,0.9761124707205623,0.9781877934612772,0.9839986953290257,0.9772024624113614,0.9638981068908391,0.9767140156909746,0.9735684632123994,0.9794104469355681,0.9765746813818823,0.15112603152761786,0.1426265280580644,0.9758417684367667,0.9877400883567877,0.9841983643569198,0.9755603072582028,0.9717788362424611,0.9873574810818434,0.9881408712142171,0.9798988320283132,0.0,0.2247315266220625,0.9712107262805555,0.9786255254305477,0.9827173522784706,0.9842951165123234,0.9786464506046274,0.9794638012529134,0.3667577993604554,0.3884427212382439,0.15372905021824645,0.30273144505270644,0.9723023003347362,0.984422293470132,0.6799447486001018,0.6764815933961027,0.9854812243639958,0.9799408572825622,0.17929844948204687,0.15739678662025486,0.980195762513794,0.9838637233556057,0.17943284261908346,0.15438486693681763,0.9674794070452682,0.9851000749797075,0.9774167776854795,0.9614348291398896,0.16934672211808618,0.1013298217245311,0.9624065758270124,0.9777273028339938,0.1823054710301422,0.1709025214360033,0.21298752832741896,0.2337027424392287,0.983276518504573,0.9467789909294662,0.8642251475245898,0.986174323626214,0.9862567713878452,0.9384845691700128,0.9437715326147784,0.21922136923305888,0.16326391007330116,0.9769712672828407,0.973551603188125,0.9308044254686473,0.9538885417536597,0.8972944813145523,0.6707601197861902,0.9831701030021073,0.9828315853138166,0.9700497604361386,0.9834775165853246,0.9792565082770556,0.9743531029709797,0.9401168155084836,0.962893679488258,0.9862959149447955,0.9810357045503727,0.9831934511889372,0.9832564764331028,0.9771562562957173,0.9810812087605832,0.9844866558222978,0.9878796785463729,0.1649097460774561,0.16635057263575057
16b,0.8728729430819097,0.8807460347425978,0.32392852306396797,0.3462773743822997,0.2944367578377996,0.26811601528431966,0.37698419711828773,0.3180252800846835,0.2902472712741623,0.3341102425075933,0.8839664140421744,0.8780682514009491,0.8773405592685991,0.8936682349028163,0.8772930533126354,0.8605498635921514,0.885066992627098,0.8789928655348058,0.8825567853069183,0.8803001295401809,0.34329960113985764,0.3396860291062945,0.8741139457473955,0.8857188947809819,0.8874138594144996,0.8781328072713087,0.8819863578894559,0.8890741440707234,0.8909658561677701,0.879367771028604,0.2247315266220625,0.0,0.871822808446622,0.885774149352864,0.8811981568303263,0.8827621169738841,0.8786636639874579,0.8793940378808434,0.292180551817834,0.256916437999666,0.30293837741621127,0.2732341580139099,0.831458585482479,0.8837249927189647,0.5681827507389655,0.5689277966392605,0.8840465930733078,0.8790478802277953,0.29048068431437263,0.2723014273632137,0.8785765789918433,0.8826425791129514,0.24830778686480656,0.26731444228917806,0.8701701135083053,0.8869417707200454,0.8776652948728785,0.8653128503509527,0.2824981429075542,0.2145377989999684,0.8577540533634594,0.8771980718991069,0.28524483669757716,0.26516218218091137,0.23415690487379115,0.2733779555459885,0.8867285917120887,0.8385433993536654,0.7559542313875913,0.8844265480404658,0.8891373373815185,0.8270889403990845,0.8346878781829697,0.3808787501421133,0.2952894543360696,0.8765905288820566,0.8759836285899533,0.817524101387458,0.844780620041401,0.7510055735248583,0.5157669087344319,0.8813909319372324,0.8874998750961715,0.8752596517612146,0.8828263168920957,0.883274484258596,0.8745978382882509,0.8321236778257841,0.8556037818350127,0.8846235095558367,0.8800734585540576,0.8824857064643393,0.886972319624784,0.8752321647869543,0.879978504245801,0.8827290684416184,0.918199392246176,0.33706012859854045,0.2904418876622595
17a,0.14115538624720683,0.17989533222991036,0.865241522530205,0.9572464432111731,0.9706383079846242,0.9231213111860789,0.9759861644248673,0.9773280720812871,0.9670530484885007,0.9698280624628005,0.1702088268222054,0.017954524439411233,0.02728353587855956,0.11461150305030633,0.06748648369460165,0.15037989493334367,0.18844249941952673,0.1671052723260362,0.12429203662555692,0.08074970163270194,0.9806669176041355,0.9738830536337587,0.07781213974542232,0.025145402356563113,0.07620380501463411,0.11779267833291869,0.10421990466384999,0.06792270681398875,0.13643596625627333,0.07419406193532584,0.9712107262805555,0.871822808446622,0.0,0.14499510552894454,0.07946691985040616,0.07924002096354811,0.018234768150241134,0.08863830913723214,0.7988312411089606,0.8193333158660377,0.9587594398745475,0.8979093118092699,0.20144949064603557,0.09564390692666415,0.4946774821343074,0.41672108114976475,0.0791902658702154,0.07506059526976587,0.9609877009712374,0.9711677558922295,0.07648175280388225,0.1847336116069693,0.9077663950516836,0.9599585049799065,0.12143723091193315,0.19726705254381263,0.010794172472799296,0.0781206535715832,0.9694278447187639,0.9686749154113595,0.13185061405956075,0.027666429368658405,0.9319986085562495,0.9320084417995153,0.9236343242597176,0.9715503626368086,0.09005187385860018,0.20654610246754537,0.3208946290091114,0.08015449405976106,0.164141724329487,0.301388498422447,0.36905140466115927,0.9725005691407974,0.973298925994594,0.12433015582370538,0.1234878535902955,0.34574654268099736,0.2822671782206914,0.5566383632778557,0.6460569969678384,0.08167309900160014,0.14315024628081077,0.07732861776097688,0.0763761259382122,0.1321633474905694,0.06890613707612422,0.23060616545899174,0.3921597352165163,0.08032983805176411,0.0762087360578437,0.07597594180822119,0.1305788633633492,0.12047267171376881,0.13821314802554405,0.07776512692299903,0.2418090785133824,0.9744135669663357,0.9693626813241863
17b,0.20753928266290356,0.1327609631144734,0.8753679219721323,0.9647697339127329,0.9780740526392241,0.933498194618685,0.9833695688800644,0.9846942410081194,0.9745137899875428,0.9772474652092616,0.10395957466176069,0.15125657822211538,0.16520284935096544,0.09814371049063579,0.08012115810988352,0.16315993658807104,0.0860111218552211,0.13947528859666006,0.038490289102823975,0.09958903712930556,0.9880173376701347,0.9812908432699666,0.09933059015629724,0.14740277306336858,0.09605948006959415,0.033878617549208234,0.08892493662523816,0.10350741344537036,0.023798212302148552,0.088534574757562,0.9786255254305477,0.885774149352864,0.14499510552894454,0.0,0.09205615070040725,0.08830441986951347,0.13960511663908726,0.13551971647056915,0.8063632061842352,0.8299830790927141,0.9662992426840692,0.9099611712719192,0.22260002357167974,0.14012897477696942,0.5661625682602905,0.49202736719201257,0.08595722178603006,0.08923472134321779,0.9685176973625417,0.9785791125044828,0.08957147030316999,0.23916078693545717,0.9186076891191567,0.9674551840298545,0.05157901561569511,0.15614346072466662,0.15107892658465658,0.20689140358483651,0.9768837359862386,0.9761276637052106,0.14657146885692632,0.1682035760971603,0.9417697362333031,0.9420260940085962,0.9340488332355834,0.9789802179850305,0.10542936444381473,0.22760620301074266,0.3851028305635684,0.08582240513291535,0.09076305018012089,0.3586615766648711,0.43984432731281853,0.9798851424663454,0.9806789044573317,0.23990348838028044,0.04245494691830783,0.4053341191511628,0.33572215813208905,0.596757087338721,0.6758570553502325,0.09541873838678688,0.020622312064413204,0.09371776108385149,0.08594957184004702,0.02383460807219139,0.08331246602364477,0.25160888815556953,0.46277311689492295,0.08625277375029088,0.08956262210733662,0.08535747669903458,0.026880469643844173,0.17344593639287698,0.19730476452786716,0.08344914390486385,0.09932043738243239,0.98179622313165,0.9768173215496856
18a,0.13431275301988652,0.1594235136501302,0.8748217744832975,0.9688557001616757,0.9821743034298263,0.9334186082997052,0.9874051207164366,0.9887137476496556,0.9784994260674851,0.9813554212615038,0.14469165556613686,0.08143943295086765,0.08314570775086534,0.18155604977414774,0.01812098892332038,0.09608815688694738,0.16023023307889195,0.1921653627160821,0.05590830606539818,0.1440611912324741,0.9919984733699162,0.9853518982436639,0.011777500633270134,0.06273580891424517,0.13740420146422394,0.061759929407944676,0.17430837408510355,0.12355875148294977,0.07147152245768056,0.007105093486290293,0.9827173522784706,0.8811981568303263,0.07946691985040616,0.09205615070040725,0.0,0.003805003474847786,0.06201769487333347,0.06243672373961192,0.805678224847616,0.8286913669434655,0.9702897683145055,0.9076131096718103,0.1926266653291376,0.05752349638502583,0.4855467584338806,0.4114307631576408,0.006417206747706642,0.005100858236947577,0.9725403796799537,0.9826711895314544,0.004330459098592132,0.15916569489707935,0.918157645624705,0.9716838741674808,0.07336576542092166,0.17780559677083152,0.08234121320013202,0.13183534214226922,0.9808946640991983,0.9801521693432863,0.06197717306118755,0.09706326083846983,0.9425438052639676,0.9423612671727972,0.933907052749093,0.9830696050313724,0.15639200623667346,0.14262998090670578,0.3036666605771657,0.007533227173568542,0.14078676118473857,0.2789965596254003,0.3595472257633856,0.9839607028596972,0.9847451004031473,0.16637068740400748,0.06976095540998335,0.32635050666582915,0.2570644892781336,0.5601900322301391,0.6508140190110145,0.004307226900247708,0.07437990949731627,0.148375155064302,0.009231346679709835,0.06877568166593429,0.022193145848521903,0.16875113175119125,0.38132254515513403,0.006674754837390324,0.0045063309663714085,0.009631530809700842,0.06638114874257527,0.09722591039532875,0.12256867556697719,0.009879345742381614,0.1838454136471762,0.9858496353551258,0.9807912633924801
18b,0.13449539395959528,0.1599182419947811,0.8765282406197844,0.9704722082105972,0.9837555451399022,0.9349869926857245,0.988985209514424,0.9902925446273741,0.9801173708970893,0.9829314834014973,0.14596537603069923,0.08250942355407255,0.08306240881083037,0.18113707775176494,0.014401659261083215,0.09300185686678399,0.16187207938605205,0.1920776573722136,0.05968004258672893,0.14397050860863644,0.9935801861976703,0.9869333277201777,0.013948870343435102,0.06277608852272344,0.1369511221661346,0.06243250865895584,0.17422017086050348,0.1246148513803828,0.06903139257325394,0.006197826615509495,0.9842951165123234,0.8827621169738841,0.07924002096354811,0.08830441986951347,0.003805003474847786,0.0,0.06164754914734643,0.06183475260818334,0.8069804325927686,0.8303907166823236,0.9719322509146484,0.9092148097321034,0.19264698698567337,0.05846948520566946,0.48691021934677375,0.41310096358002407,0.002697877085469478,0.006150628586958234,0.9741708264853872,0.9842480995621461,0.006501828808757101,0.15957306995850515,0.9197418675547336,0.9732572666167991,0.07558790606091756,0.17935171715739803,0.08190071984803017,0.13195737202207025,0.982503352014024,0.981757400333859,0.06487381410376047,0.09674916667125255,0.9441143214700457,0.9439341930218929,0.9354774621834355,0.9846513369301139,0.15605286513758806,0.14536546156463923,0.30437302053754206,0.0037282236987207576,0.1403122730260238,0.27930658492990457,0.36072737830834,0.9855341545281494,0.9863190865975081,0.1666501484582251,0.0719812550072375,0.32683337755413894,0.2573669558187109,0.5620250842081905,0.6525748185752976,0.008026556562484874,0.07814899113882486,0.1482633845465887,0.006971076096849095,0.06997193159236743,0.018473816186284738,0.17148632078596457,0.3828059469854764,0.002869751362542538,0.004600655944951109,0.006092449531344257,0.06417599458993646,0.0971785666834062,0.12248457825791353,0.006074342267533829,0.18009855080876122,0.9874264616486625,0.9824087131798128
19a,0.13677371941532887,0.17098529004123564,0.871655501356314,0.9647929090963937,0.9780672987218644,0.9302282418478983,0.9833849282512771,0.9847225768718902,0.9745196742431766,0.9772777049399136,0.1602366011858942,0.020975977563998254,0.03010908905240102,0.12533480639547367,0.06006924541674442,0.13868040418211222,0.1781658481341204,0.17369895458703985,0.1097797665678328,0.08961886734170427,0.9880319596520809,0.9812908841025818,0.06336926993517057,0.01575053102459781,0.08170833428349937,0.11367870451708716,0.1193104225396336,0.0697726766092197,0.121359535091987,0.057034442019106596,0.9786464506046274,0.8786636639874579,0.018234768150241134,0.13960511663908726,0.06201769487333347,0.06164754914734643,0.0,0.07819449383646308,0.8041294731768053,0.8255540635564667,0.96628193906095,0.9048537423604793,0.20328682999971012,0.0806437183448835,0.49504625440729494,0.41657867803775855,0.06156492479643768,0.059168580768903384,0.9684841667463268,0.9786063522406288,0.06410365832102892,0.17794846097174377,0.9149219567387764,0.9674800772412658,0.11084797137697781,0.18882421344144762,0.02032502459482266,0.07460158873307697,0.9768641168493947,0.9761221492741122,0.12037034315269717,0.03969933961013573,0.9391720433217411,0.9391124063653923,0.930724650581685,0.9789720825568166,0.10088507810887942,0.19626003747772272,0.31792903242242915,0.06351956179239865,0.1579411523464501,0.297111046940074,0.3676914375044676,0.9799416120983654,0.9807333439848644,0.12899051715416007,0.11319970750361963,0.34258234823156436,0.27705142652606934,0.5603775273616415,0.6505542968940682,0.06435223676785519,0.1285753531991072,0.09321505504131249,0.05862272046075345,0.12085015360881195,0.06414140234194594,0.22079953355718485,0.391187671304541,0.06266108945622044,0.05881748451460101,0.058222536330762444,0.11576988822484961,0.11767791367483561,0.13599843283679605,0.06586568036121172,0.2304293157151256,0.9818321660582927,0.9768036608986358
19b,0.13586459353283833,0.17337208109532543,0.8727773159050848,0.9656335178700318,0.9788960422603877,0.9309916925840304,0.984207765194153,0.9855407386486245,0.9753709478378019,0.9780901763033665,0.16212843199693652,0.09631310655732234,0.10028126894533589,0.19372069216534035,0.056255358402122375,0.13674136963250086,0.18025985212515142,0.1985286442036265,0.11055514443780722,0.15700368991842908,0.9888581114229384,0.9821188779619838,0.06208472047515764,0.09142884543964498,0.15310351352248752,0.10983538674474637,0.18665016765949005,0.14422920733209632,0.12177796557057947,0.05696113897468728,0.9794638012529134,0.8793940378808434,0.08863830913723214,0.13551971647056915,0.06243672373961192,0.06183475260818334,0.07819449383646308,0.0,0.8047161800189531,0.8267102337855624,0.9671561231140471,0.9056421675837522,0.20112273238913303,0.081541197039425,0.4954670732081505,0.4174519509518511,0.061531337926323516,0.05795197246791995,0.9693553528575553,0.9794209840989686,0.060010915672547516,0.1769651660104318,0.9157003714484642,0.9682881817955392,0.11010414120748908,0.19127231868920855,0.09025290439961779,0.14769274209060082,0.9777175664201634,0.976968080562664,0.11820352184737715,0.10616155151418842,0.9399471999613077,0.9398911710111298,0.9314938991079525,0.9798020170205087,0.1674465258465986,0.19429423645221885,0.28743001445426514,0.062495566115869185,0.15494918372944608,0.23358298671959746,0.3164398841516276,0.9807446331950175,0.9815377505376809,0.13171413457591852,0.11092133429111566,0.282040206505133,0.2117031970678868,0.5237462875166256,0.6256530565462065,0.06489225344002202,0.12934087451837276,0.16034082675308156,0.058717197994320326,0.11832629758669849,0.06032751532732391,0.2184704635169704,0.3452965789736166,0.06267091010787224,0.059038987440365676,0.058317013864329324,0.11622067582161745,0.11502506626295823,0.1334025405371578,0.061403784613767,0.22818236768275305,0.98264520069442,0.9776618347939959
20a,0.8064852974349576,0.8100490000705488,0.33195547210756704,0.39188044570168823,0.3346566699261526,0.33867249180751186,0.37813307366892507,0.3696496378249063,0.316908993933587,0.32721203377774827,0.8084660754231635,0.8029265513293149,0.805715464141068,0.8161862073336418,0.801288394728935,0.7786422882134553,0.8085409447544946,0.8091165897074607,0.8047451531905576,0.8067064887519549,0.39861422282406417,0.3968662593195061,0.8001376210952533,0.8119121408929336,0.8123483468008715,0.8016632473597362,0.8054572063311939,0.8139524864268183,0.812690506959742,0.8033930549692214,0.3667577993604554,0.292180551817834,0.7988312411089606,0.8063632061842352,0.805678224847616,0.8069804325927686,0.8041294731768053,0.8047161800189531,0.0,0.18179525087301207,0.34115667756754914,0.2914232033818094,0.780846658255383,0.8087039786673018,0.5458956714848485,0.548779861558134,0.8079594175779752,0.8034288329867607,0.3050137132461812,0.3086792100837983,0.8036612241842408,0.8144639093627294,0.3105824284267094,0.31016800681880025,0.7952168300882533,0.8181251460310798,0.8043009439973948,0.8100179209823447,0.3061891550081859,0.33182478945840793,0.7749502335904036,0.8059580442578475,0.34274326340513034,0.3318066948437191,0.28865390194477286,0.29943169468456177,0.8131362998960542,0.7568560448981124,0.6817583662177151,0.8085344194677105,0.8141716677338554,0.750710844129193,0.7764561972139689,0.36618406950516863,0.35274545444160776,0.8153409727090167,0.8002384883887488,0.7477701692430566,0.7716535162945783,0.7482735283195328,0.5188427082967203,0.8060418864369953,0.8089993105879012,0.8014431535630216,0.806317923552664,0.8054450245533872,0.7990340388179208,0.7577053998917741,0.8121899550031193,0.8086266429005531,0.8043140338787191,0.8060922039827177,0.808309766394594,0.8060719339891188,0.8121604806690987,0.8071887240879344,0.8276174431158676,0.3360033336845986,0.3250869883941874
20b,0.8199555618932411,0.8263235735263539,0.31483648486837434,0.38412992559488796,0.3635301526524772,0.35091347565280295,0.40140081327151206,0.37888565085953646,0.36184697845985897,0.3718911081790633,0.8278425791591525,0.8237982406014277,0.8246957598561925,0.8364380928444944,0.8249536245201906,0.8133245392923731,0.8276826481692802,0.8245350241613943,0.827599638902817,0.8256884850934982,0.3923807539774304,0.3891751561682937,0.822024172888173,0.8335234136747456,0.8329137339146729,0.8248429015385067,0.8247679153369099,0.8348460418367619,0.8363509936416813,0.8265510874651354,0.3884427212382439,0.256916437999666,0.8193333158660377,0.8299830790927141,0.8286913669434655,0.8303907166823236,0.8255540635564667,0.8267102337855624,0.18179525087301207,0.0,0.36584273269362355,0.3307073855974317,0.7840414696539275,0.8306563530593918,0.5877812883627691,0.5644063014137299,0.8316358713110586,0.8265039120704712,0.3596571732428711,0.3517113121935446,0.8266669079774,0.8347568940723361,0.3380619996245813,0.34411000687205284,0.8159619935714871,0.832712150192031,0.825081914642119,0.8328374954413243,0.356983231524622,0.3711451179894604,0.8080236443602185,0.8255009206418018,0.364743148262286,0.3507483129246465,0.319004511807843,0.3337899972287144,0.8324752793733642,0.8025319881887337,0.7270179665768423,0.8322468071946831,0.8350170002880652,0.8016179622887053,0.7998762511476034,0.41138271178933605,0.3790026985665958,0.824276260375224,0.821984417895365,0.803039584779161,0.8154171879091461,0.728337169156728,0.514963496926598,0.8288106322828513,0.8319419656533418,0.8206776227332662,0.8299159421322247,0.828476697908359,0.8227700487684478,0.8061339863238692,0.8137014082555712,0.8323215704496008,0.827439156191061,0.8297085674404933,0.8318374100970521,0.8238471571663224,0.8281871825837831,0.8309557885278362,0.8510485321406162,0.37923025942588146,0.35121065782802546
21a,0.960074903055888,0.9656203574491187,0.24800796640493725,0.14123999740295304,0.17317622287816017,0.1237541395493212,0.1659869354764015,0.12551989343631215,0.07869843895065678,0.16871046845418577,0.9663274724226913,0.9638535550328003,0.9657105412972021,0.9716631988595982,0.9648809391858174,0.9498859319688632,0.9640962598504554,0.9612362826184281,0.9670067145127188,0.9640653271666025,0.16142100177395088,0.1567618762781307,0.9631871705064223,0.9754238596115429,0.9718827040069812,0.9631155681813496,0.9592489178665659,0.9750546337540547,0.9758261573985055,0.9675149789780183,0.15372905021824645,0.30293837741621127,0.9587594398745475,0.9662992426840692,0.9702897683145055,0.9719322509146484,0.96628193906095,0.9671561231140471,0.34115667756754914,0.36584273269362355,0.0,0.21945066383278378,0.9597336057122997,0.9721329589689778,0.672565725852039,0.6690445461730139,0.9731703483019372,0.9675255667206047,0.15065379624797992,0.13101630610746798,0.9677296101334298,0.9715290352933138,0.09357934360632912,0.11384247819923327,0.9546596420467596,0.9727255274421167,0.9651035644018314,0.9694331394461536,0.14306811826167162,0.18078254454638795,0.9482344358104638,0.9653850254172635,0.15099050623996094,0.10323107244427611,0.18303121423358457,0.238967177190149,0.9709445583821278,0.9308024314472573,0.8515558210329329,0.9738561353439384,0.9739205507868872,0.9212655038361958,0.9274102677212293,0.13347943900299608,0.05281324486405089,0.9645674566163627,0.9608831155713035,0.9126643317727265,0.937981523364452,0.8825882321036816,0.6559572557596443,0.9707030837119744,0.9704057355430554,0.9575375517147013,0.9711817582710056,0.9668337754479784,0.9620118784663926,0.9240587643092056,0.9479139026102333,0.9739820559349609,0.9686354502025923,0.9708928483805909,0.9709670375029419,0.9645876784780706,0.9687451595250959,0.9721530136381206,0.9755472363752743,0.11386434200555007,0.1208710696118948
